id,l,t,r,b
1769,595.62,67.829,640.517,177.329
1769,99.75,71,120.25,121.0
1769,599.31,34.743,636.796,126.172
1769,91.75,55,112.25,105.0
1769,71.75,43,92.25,93.0
1769,483.58,211.82,510.234,276.831
1769,507.95,269.13,552.847,378.63
1769,67.611,123.05,96.623,193.811
1769,402.74,24.068,447.637,133.568
1769,191.75,235,212.25,285.0
1769,4.461,-1.1907,28.858,58.313
1769,60.68,55.557,83.001,110.0
1769,475.75,239.04,507.407,316.253
1769,379.12,-1.4144,408.132,69.347
1769,277.87,140.34,309.527,217.553
1769,439.5,198,480.5,298.0
1769,619.75,227,640.25,277.0
1769,123.89,42.057,161.376,133.486
1769,587.05,300.72,618.707,377.933
1769,239.75,207,260.25,257.0
1769,211.75,207,232.25,257.0
1769,448.42,53.451,506.021,193.941
1769,587.75,279,608.25,329.0
1770,117.28,203.71,139.601,258.153
1770,560.35,270.14,589.362,340.901
1770,223.75,207,244.25,257.0
1770,443.79,-3.3684,512.843,165.052
1770,87.314,202.97,124.8,294.399
1770,583.16,278.51,640.761,419.0
1770,71.5,206,112.5,306.0
1770,575.75,295,596.25,345.0
1770,568.5,171.18,600.157,248.393
1770,378.5,225.5,400.821,279.943
1770,599.5,-2,640.5,98.0
1770,619.75,163,640.25,213.0
1770,562.32,-1.5422,593.977,75.671
1770,617.96,203.71,640.281,258.153
1770,571.75,311,592.25,361.0
1770,390.32,200.42,424.846,284.631
1770,185.28,208.37,209.677,267.874
1770,515.79,-2.8132,573.391,137.677
1770,231.75,207,252.25,257.0
1770,15.5,78,56.5,178.0
1770,203.75,207,224.25,257.0
1770,551.67,294.1,576.067,353.604
1770,519.5,270,560.5,370.0
1770,58.057,217.6,95.543,309.029
1770,469.89,-3.6571,545.103,179.793
1770,171,213.13,195.397,272.634
1770,587.05,-1.5422,618.707,75.671
1770,255.16,198.74,324.213,367.16
1770,501.93,225.19,550.523,343.71
1770,131.75,211,152.25,261.0
1770,546.91,308.39,571.307,367.894
1770,574.69,-1.5422,606.347,75.671
1770,395.75,79,416.25,129.0
1770,580.87,171.18,612.527,248.393
1770,291.75,171,312.25,221.0
1770,525.48,172.85,570.377,282.35
1770,613.66,61.076,640.314,126.087
1770,9.6774,224.97,62.628,354.12
1770,599.42,171.18,631.077,248.393
1770,599.5,86,640.5,186.0
1770,358.26,202.02,389.917,279.233
1770,92.367,53.976,124.024,131.189
1770,411.03,-3.6571,486.243,179.793
1770,471.5,238,512.5,338.0
1770,71.5,-2,112.5,98.0
1770,519.5,142,560.5,242.0
1770,119.5,30,160.5,130.0
1770,413.1,207.91,442.112,278.671
1770,-0.2974,198.85,24.1,258.354
1770,365.26,49.371,402.746,140.8
1770,543.77,245.2,575.427,322.413
1770,555.43,122.51,592.916,213.939
1770,239.75,203,260.25,253.0
1770,-0.5,78,40.5,178.0
1770,56.803,46.437,81.2,105.941
1770,175.76,-1.1907,200.157,58.313
1770,376.81,183.52,408.467,260.733
1770,349.89,5.0526,384.416,89.264
1770,195.75,223,216.25,273.0
1770,211.75,211,232.25,261.0
1770,424.42,207.91,453.432,278.671
1770,111.75,215,132.25,265.0
1770,391.56,51.2,413.881,105.643
1770,4.0816,55.557,26.403,110.0
1770,51.75,71,72.25,121.0
1770,295.75,159,316.25,209.0
1770,583.75,259,604.25,309.0
1770,47.75,55,68.25,105.0
1770,175.5,254,216.5,354.0
1770,-0.38647,220.53,31.271,297.743
1770,129.47,-1.5422,161.127,75.671
1771,565.47,261.05,599.996,345.261
1771,382.86,221.14,405.181,275.583
1771,578.95,267.79,613.476,352.001
1771,570.71,189.32,595.107,248.824
1771,469.89,-3.6571,545.103,179.793
1771,112.93,203.71,135.251,258.153
1771,69.589,199.11,114.486,308.61
1771,559,-4,641.0,196.0
1771,443.79,-3.3684,512.843,165.052
1771,159,188,241.0,388.0
1771,599.5,302,640.5,402.0
1771,374.15,225.5,396.471,279.943
1771,-1,220,81.0,420.0
1771,511.16,198.74,580.213,367.16
1771,257.69,206.65,320.835,360.66
1771,574.69,294.55,606.347,371.763
1771,395.36,202.02,427.017,279.233
1771,605.89,160,640.416,244.211
1771,517.84,-4.339,606.624,212.211
1771,607.75,279,628.25,329.0
1771,52.055,225.37,96.952,334.87
1771,227.75,211,248.25,261.0
1771,578.78,181.92,601.101,236.363
1771,395.75,79,416.25,129.0
1771,104.39,208.37,128.787,267.874
1771,83.75,51,104.25,101.0
1771,479.5,230,520.5,330.0
1771,558.74,281.26,593.266,365.471
1771,375.75,207,396.25,257.0
1771,563.75,183,584.25,233.0
1771,491.37,153.26,525.896,237.471
1771,-0.54795,76.581,44.349,186.081
1771,135.75,207,156.25,257.0
1771,459.75,179,480.25,229.0
1771,295.78,164.49,318.101,218.933
1771,498.11,247.58,532.636,331.791
1771,617.96,277.79,640.281,332.233
1771,371.75,3,392.25,53.0
1771,127.75,211,148.25,261.0
1771,351.75,-1,372.25,49.0
1771,6.8571,-1.8286,44.343,89.6
1771,594.5,256,618.897,315.504
1771,420.1,208.19,451.757,285.403
1771,309.05,131.37,378.103,299.79
1771,-0.38647,177.35,31.271,254.563
1771,47.75,-1,68.25,49.0
1771,592,166.4,629.486,257.829
1771,605.89,213.89,640.416,298.101
1771,287.07,164.49,309.391,218.933
1771,423.5,38,464.5,138.0
1771,482.99,147.06,505.311,201.503
1771,71.078,55.963,95.475,115.467
1772,587.05,276.05,618.707,353.263
1772,572.21,267.79,606.736,352.001
1772,73.816,220.53,105.473,297.743
1772,223.75,207,244.25,257.0
1772,466.92,-3.0843,530.065,150.926
1772,382.86,221.14,405.181,275.583
1772,583.13,317,605.451,371.443
1772,599.5,262,640.5,362.0
1772,619.75,-1,640.25,49.0
1772,511.58,254.32,546.106,338.531
1772,565.71,317,588.031,371.443
1772,442.31,-3.0843,505.455,150.926
1772,358.26,208.19,389.917,285.403
1772,495.52,-4.7407,593.103,233.269
1772,571.68,179.62,600.692,250.381
1772,111.75,207,132.25,257.0
1772,249.2,201.14,324.413,384.59
1772,378.5,208.07,400.821,262.513
1772,-0.54795,67.829,44.349,177.329
1772,181.79,206.62,208.444,271.631
1772,7.5,262,48.5,362.0
1772,99.628,203.61,124.025,263.114
1772,91.75,215,112.25,265.0
1772,574.42,317,596.741,371.443
1772,609.25,-1.0894,631.571,53.354
1772,46.737,220.63,81.263,304.841
1772,619.75,155,640.25,205.0
1772,380.77,-3.0843,443.915,150.926
1772,199.75,207,220.25,257.0
1772,87.75,51,108.25,101.0
1772,153.14,195.66,190.626,287.089
1772,558.74,267.79,593.266,352.001
1772,291.75,171,312.25,221.0
1772,543.77,214.36,575.427,291.573
1772,599.5,302,640.5,402.0
1772,391.56,229.86,413.881,284.303
1772,613.66,185.83,640.314,250.841
1772,525.05,254.32,559.576,338.531
1772,67.633,53.976,99.29,131.189
1772,180.52,232.19,204.917,291.694
1772,3.75,187,24.25,237.0
1772,-0.5,214,40.5,314.0
1772,120.84,160,155.366,244.211
1772,50.743,246.86,88.229,338.289
1772,71.078,203.61,95.475,263.114
1772,333.81,207.91,362.822,278.671
1772,539.59,303.93,561.911,358.373
1772,111.5,30,152.5,130.0
1772,463.38,146.51,495.037,223.723
1772,47.286,51.2,71.683,110.704
1772,415.5,214,456.5,314.0
1772,399,12,481.0,212.0
1772,599.5,46,640.5,146.0
1772,605.89,99.368,640.416,183.579
1772,531.75,307,552.25,357.0
1772,58.057,224.91,95.543,316.339
1772,500.48,257.54,532.137,334.753
1772,595.62,216.62,640.517,326.12
1772,562.74,224.91,600.226,316.339
1772,482.29,239.54,519.776,330.969
1772,555.75,323,576.25,373.0
1772,585.68,-1.6842,620.206,82.527
1772,-0.5,-2,40.5,98.0
1772,454.62,33.928,517.765,187.938
1772,127.5,206,168.5,306.0
1772,195.65,221.14,217.971,275.583
1772,55.75,11,76.25,61.0
1772,36.715,245.2,68.372,322.413
1772,401.55,202.02,433.207,279.233
1772,587.75,167,608.25,217.0
1772,455.75,183,476.25,233.0
1772,343.16,-1.6842,377.686,82.527
1772,143.75,19,164.25,69.0
1773,570.06,268.8,607.546,360.229
1773,595.62,277.88,640.517,387.38
1773,578.95,294.74,613.476,378.951
1773,65.371,210.29,102.857,301.719
1773,219.75,207,240.25,257.0
1773,617.96,-1.0894,640.281,53.354
1773,108.57,203.71,130.891,258.153
1773,466.92,-3.0843,530.065,150.926
1773,495.52,-4.7407,593.103,233.269
1773,-0.64516,235.31,52.306,364.46
1773,376.81,208.19,408.467,285.403
1773,511.54,254.17,549.026,345.599
1773,358.26,208.19,389.917,285.403
1773,91.75,215,112.25,265.0
1773,239,188,321.0,388.0
1773,83.75,51,104.25,101.0
1773,227.75,207,248.25,257.0
1773,99.864,203.71,122.185,258.153
1773,584.69,268.8,622.176,360.229
1773,543.77,276.05,575.427,353.263
1773,-0.64516,59.475,52.306,188.625
1773,287.07,164.49,309.391,218.933
1773,583.16,53.451,640.761,193.941
1773,181.79,211.82,208.444,276.831
1773,389.18,202.02,420.837,279.233
1773,617.96,33.77,640.281,88.213
1773,49.082,226.7,80.739,303.913
1773,-0.27211,195,22.049,249.443
1773,575.46,184.56,599.857,244.064
1773,487.75,151,508.25,201.0
1773,471.75,183,492.25,233.0
1773,380.77,-3.0843,443.915,150.926
1773,125.99,203.71,148.311,258.153
1773,595.62,225.37,640.517,334.87
1773,437.19,-2.8132,494.791,137.677
1773,295.78,164.49,318.101,218.933
1773,47.286,51.2,71.683,110.704
1773,555.43,268.8,592.916,360.229
1773,535.75,259,556.25,309.0
1773,200,221.14,222.321,275.583
1773,484.63,247.58,519.156,331.791
1773,530.88,303.93,553.201,358.373
1773,154.2,202.02,185.857,279.233
1773,142.45,-1.1907,166.847,58.313
1773,575.5,238,616.5,338.0
1773,604.9,-1.0894,627.221,53.354
1773,619.75,199,640.25,249.0
1773,413.1,207.91,442.112,278.671
1773,111.5,30,152.5,130.0
1773,55.266,245.2,86.923,322.413
1773,551.22,310.58,577.874,375.591
1773,583.01,-1.4144,612.022,69.347
1773,424,220.63,458.526,304.841
1773,619.75,171,640.25,221.0
1773,450.95,139.79,485.476,224.001
1773,543.77,214.36,575.427,291.573
1773,535.24,282.14,557.561,336.583
1773,475.54,141.69,499.937,201.194
1773,195.65,208.07,217.971,262.513
1773,587.05,171.18,618.707,248.393
1773,75.75,47,96.25,97.0
1773,178.23,238.57,200.551,293.013
1773,566.02,315.4,595.032,386.161
1773,151.75,51,172.25,101.0
1774,605.89,281.26,640.416,365.471
1774,577.37,268.8,614.856,360.229
1774,592.42,281.26,626.946,365.471
1774,619.75,151,640.25,201.0
1774,471.5,6,512.5,106.0
1774,533.73,-4.7407,631.313,233.269
1774,55.5,206,96.5,306.0
1774,380.37,222.66,404.767,282.164
1774,69.589,207.86,114.486,317.36
1774,219.75,207,240.25,257.0
1774,358.26,208.19,389.917,285.403
1774,390.32,200.42,424.846,284.631
1774,572.21,308.21,606.736,392.421
1774,12.632,225.68,81.685,394.1
1774,504.23,254.17,541.716,345.599
1774,107.75,203,128.25,253.0
1774,227.75,207,248.25,257.0
1774,-0.45714,210.29,37.029,301.719
1774,471.75,183,492.25,233.0
1774,499.31,-3.6571,574.523,179.793
1774,617.96,-1.0894,640.281,53.354
1774,327.34,208.19,358.997,285.403
1774,528.46,206.65,591.605,360.66
1774,183.75,219,204.25,269.0
1774,599.16,301.47,633.686,385.681
1774,394.51,-1.8286,431.996,89.6
1774,423.77,217.6,461.256,309.029
1774,239,188,321.0,388.0
1774,611.33,253.17,640.342,323.931
1774,145.37,-1.2995,172.024,63.711
1774,519.75,175,540.25,225.0
1774,287.75,163,308.25,213.0
1774,80.595,41.674,104.992,101.178
1774,121.63,203.71,143.951,258.153
1774,175.75,223,196.25,273.0
1774,500.41,151.42,522.731,205.863
1774,430,-3.0843,493.145,150.926
1774,379.51,191.03,406.164,256.041
1774,379.89,20.114,417.376,111.543
1774,572.03,191.03,598.684,256.041
1774,131.75,215,152.25,265.0
1774,585.68,301.47,620.206,385.681
1774,413.91,208.19,445.567,285.403
1774,345.89,-1.5422,377.547,75.671
1774,486.73,60.818,515.742,131.579
1774,47.5,-2,88.5,98.0
1774,499.75,211,520.25,261.0
1774,605.89,321.68,640.416,405.891
1774,617.96,94.774,640.281,149.217
1774,199.75,211,220.25,261.0
1774,151.97,208.37,176.367,267.874
1774,461.22,173.21,483.541,227.653
1774,491.37,247.58,525.896,331.791
1774,-0.42105,274.53,34.105,358.741
1774,24.348,-1.5422,56.005,75.671
1774,295.75,167,316.25,217.0
1774,104.39,46.437,128.787,105.941
1774,407.11,7.1111,455.703,125.631
1774,570.06,232.23,607.546,323.659
1774,316.21,-1.6842,350.736,82.527
1774,619.75,35,640.25,85.0
1774,345.89,208.19,377.547,285.403
1774,86.803,59.915,109.124,114.358
1774,489.81,141.69,514.207,201.194
1774,491.75,211,512.25,261.0
1774,99.75,199,120.25,249.0
1774,191.75,215,212.25,265.0
1774,374.31,-1.2995,400.964,63.711
1774,-0.76923,33.928,62.376,187.938
1775,605.89,294.74,640.416,378.951
1775,619.75,275,640.25,325.0
1775,593.24,282.22,624.897,359.433
1775,215.75,207,236.25,257.0
1775,587.74,-2.5859,640.691,126.564
1775,55.266,232.87,86.923,310.083
1775,499.18,-2.188,544.077,107.312
1775,580.87,282.22,612.527,359.433
1775,380.37,222.66,404.767,282.164
1775,549.95,214.36,581.607,291.573
1775,191.29,208.07,213.611,262.513
1775,223.75,211,244.25,261.0
1775,381.29,7.7576,434.241,136.908
1775,79.5,206,120.5,306.0
1775,517.84,-4.339,606.624,212.211
1775,249.2,201.14,324.413,384.59
1775,479.5,6,520.5,106.0
1775,5.7971,282.22,37.454,359.433
1775,285.2,160.74,309.597,220.244
1775,390.32,200.42,424.846,284.631
1775,40,220.63,74.526,304.841
1775,199.75,215,220.25,265.0
1775,613.66,87.066,640.314,152.077
1775,619.75,151,640.25,201.0
1775,580.22,327.44,604.617,386.944
1775,166.57,202.02,198.227,279.233
1775,551.75,315,572.25,365.0
1775,39.75,-1,60.25,49.0
1775,537.7,270.14,566.712,340.901
1775,511.58,261.05,546.106,345.261
1775,358.26,208.19,389.917,285.403
1775,420.1,208.19,451.757,285.403
1775,592.42,314.95,626.946,399.161
1775,327.34,208.19,358.997,285.403
1775,401.94,-2.5859,454.891,126.564
1775,63.75,215,84.25,265.0
1775,143.5,190,184.5,290.0
1775,488.78,66.274,515.434,131.285
1775,562.32,165.01,593.977,242.223
1775,539.75,311,560.25,361.0
1775,87.314,27.429,124.8,118.858
1775,467.66,27.429,505.146,118.858
1775,525.22,257.54,556.877,334.753
1775,-0.42105,99.368,34.105,183.579
1775,97.692,157.3,160.837,311.31
1775,33.263,240.84,67.789,325.051
1775,49.082,-1.5422,80.739,75.671
1775,451.75,183,472.25,233.0
1775,574.69,177.35,606.347,254.563
1775,-0.45714,217.6,37.029,309.029
1775,360.65,-2.5859,413.601,126.564
1775,490.41,225.37,535.307,334.87
1775,415.5,62,456.5,162.0
1775,504.09,151.22,528.487,210.724
1775,570.71,298.87,595.107,358.374
1775,611.75,275,632.25,325.0
1775,71.75,215,92.25,265.0
1775,443.75,239,464.25,289.0
1775,448.16,264.71,470.481,319.153
1775,379.75,203,400.25,253.0
1775,471.75,183,492.25,233.0
1775,611.75,151,632.25,201.0
1775,36.715,115.66,68.372,192.873
1775,166.57,232.87,198.227,310.083
1775,-0.27211,42.485,22.049,96.928
1775,6.8571,239.54,44.343,330.969
1775,348.03,46.843,370.351,101.286
1775,472.88,199.11,517.777,308.61
1775,463.75,183,484.25,233.0
1776,605.89,301.47,640.416,385.681
1776,215.75,207,236.25,257.0
1776,47.5,206,88.5,306.0
1776,379.51,222.21,406.164,287.221
1776,617.96,282.14,640.281,336.583
1776,223.75,207,244.25,257.0
1776,519.03,263.71,550.687,340.923
1776,241.08,186.58,329.864,403.13
1776,595.62,-2.188,640.517,107.312
1776,502.3,-5.2245,609.64,256.586
1776,592,283.43,629.486,374.859
1776,358.26,208.19,389.917,285.403
1776,11.538,231.33,74.683,385.34
1776,479.23,-3.0843,542.375,150.926
1776,495.5,238,536.5,338.0
1776,390.32,200.42,424.846,284.631
1776,617.96,147.06,640.281,201.503
1776,556.14,294.55,587.797,371.763
1776,619.75,95,640.25,145.0
1776,399.41,65.488,423.807,124.992
1776,533.49,261.49,570.976,352.919
1776,-0.59259,64,48.0,182.52
1776,166.25,213.13,190.647,272.634
1776,36.715,35.47,68.372,112.683
1776,556.14,220.53,587.797,297.743
1776,91.75,199,112.25,249.0
1776,594.5,336.97,618.897,396.474
1776,100.35,-2.8132,157.951,137.677
1776,182.4,210.29,219.886,301.719
1776,619.75,75,640.25,125.0
1776,86.803,33.77,109.124,88.213
1776,146.9,207.91,175.912,278.671
1776,420.1,208.19,451.757,285.403
1776,104.39,203.61,128.787,263.114
1776,3.75,283,24.25,333.0
1776,583.75,339,604.25,389.0
1776,432.46,226.7,464.117,303.913
1776,291.43,164.49,313.751,218.933
1776,407.5,6,448.5,106.0
1776,53.474,32,88.0,116.211
1776,-0.76923,107.95,62.376,261.96
1776,575.75,339,596.25,389.0
1776,231.75,207,252.25,257.0
1776,613.66,185.83,640.314,250.841
1776,121.63,212.43,143.951,266.873
1776,447.15,243.01,473.804,308.021
1776,171.75,239,192.25,289.0
1776,63.5,214,104.5,314.0
1776,430,-3.0843,493.145,150.926
1776,471.5,134,512.5,234.0
1776,378.5,203.71,400.821,258.153
1776,77.724,45.482,104.378,110.493
1776,36.154,243.66,99.299,397.67
1776,543.77,294.55,575.427,371.763
1776,219.77,303.54,294.983,486.99
1776,455.5,126,496.5,226.0
1776,364.44,4.6265,396.097,81.839
1776,605.89,335.16,640.416,419.371
1776,454.62,33.928,517.765,187.938
1776,135.75,251,156.25,301.0
1776,411.75,203,432.25,253.0
1776,282.72,164.49,305.041,218.933
1776,315.75,171,336.25,221.0
1776,367.67,32.821,412.567,142.321
1777,605.89,288,640.416,372.211
1777,379.12,219.23,408.132,289.991
1777,43.288,207.86,88.185,317.36
1777,215.75,211,236.25,261.0
1777,-0.84211,225.68,68.211,394.1
1777,87.75,199,108.25,249.0
1777,577.69,-3.0843,640.835,150.926
1777,241.08,186.58,329.864,403.13
1777,167.75,215,188.25,265.0
1777,519.5,254,560.5,354.0
1777,499.18,234.12,544.077,343.62
1777,479.23,-3.0843,542.375,150.926
1777,185.12,208.19,216.777,285.403
1777,600.54,343.15,622.861,397.593
1777,611.33,326.72,640.342,397.481
1777,555.75,-1,576.25,49.0
1777,599.5,166,640.5,266.0
1777,146.9,207.91,175.912,278.671
1777,559.75,295,580.25,345.0
1777,567.5,150,608.5,250.0
1777,-0.91954,-3.6571,74.293,179.793
1777,567.5,302,608.5,402.0
1777,556.14,220.53,587.797,297.743
1777,403.75,67,424.25,117.0
1777,513.47,147.06,535.791,201.503
1777,595.75,287,616.25,337.0
1777,104.39,203.61,128.787,263.114
1777,454.62,-3.0843,517.765,150.926
1777,390.32,200.42,424.846,284.631
1777,375.75,207,396.25,257.0
1777,599.5,126,640.5,226.0
1777,231.75,203,252.25,253.0
1777,223.75,207,244.25,257.0
1777,75.75,199,96.25,249.0
1777,537.4,146.46,561.797,205.964
1777,423.5,222,464.5,322.0
1777,358.26,214.36,389.917,291.573
1777,127.75,-1,148.25,49.0
1777,119.75,-1,140.25,49.0
1777,416.84,-3.3684,485.893,165.052
1777,154.2,232.87,185.857,310.083
1777,95.51,33.77,117.831,88.213
1777,379.75,-1,400.25,49.0
1777,401.55,-1.5422,433.207,75.671
1777,389.89,-1.1907,414.287,58.313
1777,548.3,312.65,570.621,367.093
1777,87.75,39,108.25,89.0
1777,83.75,211,104.25,261.0
1777,333.53,208.19,365.187,285.403
1777,543.75,-1,564.25,49.0
1777,285.2,160.74,309.597,220.244
1777,565.71,-1.0894,588.031,53.354
1777,75.75,31,96.25,81.0
1777,444.83,239.04,476.487,316.253
1777,475.75,183,496.25,233.0
1777,176.59,201.42,203.244,266.431
1777,527.5,230,568.5,330.0
1777,443.75,183,464.25,233.0
1777,415.75,227,436.25,277.0
1777,496.05,142.71,518.371,197.153
1777,95.75,211,116.25,261.0
1777,481.93,251.37,513.587,328.583
1777,-0.91954,113.37,74.293,296.82
1777,483.75,183,504.25,233.0
1777,519.75,175,540.25,225.0
1777,613.66,258.6,640.314,323.611
1777,3.75,435,24.25,485.0
1777,559.75,315,580.25,365.0
1778,215.75,207,236.25,257.0
1778,28.8,217.6,66.286,309.029
1778,69.388,29.413,91.709,83.856
1778,533.73,-4.7407,631.313,233.269
1778,559,236,641.0,436.0
1778,379.51,222.21,406.164,287.221
1778,239,188,321.0,388.0
1778,87.75,199,108.25,249.0
1778,223.75,207,244.25,257.0
1778,-0.64516,245.66,52.306,374.81
1778,403.75,63,424.25,113.0
1778,466.92,-3.0843,530.065,150.926
1778,390.32,200.42,424.846,284.631
1778,559,156,641.0,356.0
1778,78.095,33.77,100.416,88.213
1778,51.973,29.413,74.294,83.856
1778,483.75,183,504.25,233.0
1778,391.56,-1.0894,413.881,53.354
1778,73.741,203.71,96.062,258.153
1778,166.57,202.02,198.227,279.233
1778,154.2,239.04,185.857,316.253
1778,491.54,-3.0843,554.685,150.926
1778,178.94,208.19,210.597,285.403
1778,531.79,261.05,566.316,345.261
1778,-0.70175,8.4396,56.899,148.93
1778,43.288,207.86,88.185,317.36
1778,519.5,134,560.5,234.0
1778,302.61,10.795,334.267,88.008
1778,525.05,294.74,559.576,378.951
1778,199.75,207,220.25,257.0
1778,207.75,207,228.25,257.0
1778,504.23,129.83,541.716,221.259
1778,443.75,183,464.25,233.0
1778,383.75,-1,404.25,49.0
1778,94.222,7.1111,142.815,125.631
1778,467.75,183,488.25,233.0
1778,409.14,12.8,446.626,104.229
1778,103.75,207,124.25,257.0
1778,551.75,319,572.25,369.0
1778,283.75,163,304.25,213.0
1778,6.3158,106.11,40.842,190.321
1778,415.75,223,436.25,273.0
1778,494.84,235.31,547.791,364.46
1778,327.75,23,348.25,73.0
1778,358.26,208.19,389.917,285.403
1778,378.5,203.71,400.821,258.153
1778,426.07,206.22,474.663,324.74
1778,141.84,208.19,173.497,285.403
1778,619.75,135,640.25,185.0
1778,376.84,25.263,411.366,109.474
1778,-0.54795,391.66,44.349,501.16
1778,60.68,29.413,83.001,83.856
1778,332.68,211.82,359.334,276.831
1778,443.81,3.2681,466.131,57.711
1778,617.96,3.2681,640.281,57.711
1778,82.449,212.43,104.77,266.873
1778,463.75,259,484.25,309.0
1778,231.75,207,252.25,257.0
1778,483.75,151,504.25,201.0
1778,154.2,208.19,185.857,285.403
1778,303.5,190,344.5,290.0
1778,-0.45714,188.34,37.029,279.769
1778,543,108,625.0,308.0
1779,21.486,217.6,58.972,309.029
1779,617.96,290.86,640.281,345.303
1779,559,-4,641.0,196.0
1779,211.75,207,232.25,257.0
1779,619.75,355,640.25,405.0
1779,376.81,214.36,408.467,291.573
1779,219.75,211,240.25,261.0
1779,535.5,262,576.5,362.0
1779,-0.91954,-3.6571,74.293,179.793
1779,-0.45714,239.54,37.029,330.969
1779,176.59,206.62,203.244,271.631
1779,390.32,200.42,424.846,284.631
1779,407.75,59,428.25,109.0
1779,239,188,321.0,388.0
1779,83.75,199,104.25,249.0
1779,607.75,287,628.25,337.0
1779,570.71,294.1,595.107,353.604
1779,488.12,16.964,519.777,94.177
1779,40.645,-2.5859,93.596,126.564
1779,37.333,206.22,85.926,324.74
1779,545.26,146.53,579.786,230.741
1779,95.5,14,136.5,114.0
1779,71.5,22,112.5,122.0
1779,579.75,327,600.25,377.0
1779,93.333,201.42,119.987,266.431
1779,527.75,151,548.25,201.0
1779,595.62,137.85,640.517,247.35
1779,73.741,203.71,96.062,258.153
1779,565.47,213.89,599.996,298.101
1779,514.02,-3.6571,589.233,179.793
1779,283.75,163,304.25,213.0
1779,504.84,261.05,539.366,345.261
1779,14.171,239.54,51.657,330.969
1779,515.75,211,536.25,261.0
1779,543.5,230,584.5,330.0
1779,419.75,223,440.25,273.0
1779,429.04,-2.188,473.937,107.312
1779,463.38,134.17,495.037,211.383
1779,148.02,239.04,179.677,316.253
1779,364.44,208.19,396.097,285.403
1779,151.5,190,192.5,290.0
1779,453.55,-2.5859,506.501,126.564
1779,619.75,331,640.25,381.0
1779,227.75,203,248.25,253.0
1779,582.44,284.59,609.094,349.601
1779,591.5,318,632.5,418.0
1779,356.15,-3.0843,419.295,150.926
1779,431.5,222,472.5,322.0
1779,135.65,208.19,167.307,285.403
1779,467.75,179,488.25,229.0
1779,327.34,208.19,358.997,285.403
1779,6.8571,217.6,44.343,309.029
1779,508.85,136.93,533.247,196.434
1779,-0.5,166,40.5,266.0
1779,195.75,207,216.25,257.0
1779,-0.5,278,40.5,378.0
1779,345.89,208.19,377.547,285.403
1779,500.41,138.35,522.731,192.793
1779,477.89,139.79,512.416,224.001
1779,119.75,139,140.25,189.0
1779,87.75,-1,108.25,49.0
1779,519.5,254,560.5,354.0
1779,561.19,313.15,585.587,372.654
1779,18.164,195.86,49.821,273.073
1779,447.5,198,488.5,298.0
1779,463.75,267,484.25,317.0
1779,578.95,166.74,613.476,250.951
1779,83.75,91,104.25,141.0
1780,211.75,207,232.25,257.0
1780,599.5,310,640.5,410.0
1780,35.75,23,56.25,73.0
1780,565.95,317.92,590.347,377.424
1780,379.51,222.21,406.164,287.221
1780,13.793,142.63,89.006,326.08
1780,579.75,303,600.25,353.0
1780,43.75,23,64.25,73.0
1780,385.21,6.5641,430.107,116.064
1780,587.75,331,608.25,381.0
1780,479.23,9.253,542.375,163.263
1780,95.75,3,116.25,53.0
1780,519.75,215,540.25,265.0
1780,559,-4,641.0,196.0
1780,407.5,6,448.5,106.0
1780,228.06,184.89,325.643,422.9
1780,-0.5,238,40.5,338.0
1780,533.49,268.8,570.976,360.229
1780,559,108,641.0,308.0
1780,219.75,207,240.25,257.0
1780,107.75,3,128.25,53.0
1780,83.75,195,104.25,245.0
1780,605.89,274.53,640.416,358.741
1780,60.822,-2.188,105.719,107.312
1780,172.75,208.19,204.407,285.403
1780,90.112,203.61,114.509,263.114
1780,514.02,-3.6571,589.233,179.793
1780,127,236,209.0,436.0
1780,185.12,208.19,216.777,285.403
1780,7.5,6,48.5,106.0
1780,-0.27211,212.43,22.049,266.873
1780,403.79,52.211,438.316,136.422
1780,419.75,223,440.25,273.0
1780,467.75,183,488.25,233.0
1780,143.5,190,184.5,290.0
1780,535.75,155,556.25,205.0
1780,359.7,-2.3704,408.293,116.15
1780,454.62,-3.0843,517.765,150.926
1780,430,-3.0843,493.145,150.926
1780,79.75,135,100.25,185.0
1780,314.98,202.02,346.637,279.233
1780,391.75,243,412.25,293.0
1780,52.045,32.149,76.442,91.653
1780,613.66,367.76,640.314,432.771
1780,129.47,208.19,161.127,285.403
1780,358.26,208.19,389.917,285.403
1780,403.75,243,424.25,293.0
1780,327.34,208.19,358.997,285.403
1780,283.75,163,304.25,213.0
1780,589.74,289.34,614.137,348.844
1780,570.07,299.57,592.391,354.013
1780,337.55,13.098,361.947,72.602
1780,451.01,245.2,482.667,322.413
1780,543.77,158.84,575.427,236.053
1780,127.58,112.84,162.106,197.051
1780,6.3158,106.11,40.842,190.321
1780,343.16,207.16,377.686,291.371
1780,435.75,156.99,464.762,227.751
1780,546.02,315.78,572.674,380.791
1781,28.8,-1.8286,66.286,89.6
1781,207.75,207,228.25,257.0
1781,379.51,222.21,406.164,287.221
1781,605.89,321.68,640.416,405.891
1781,419.75,227,440.25,277.0
1781,86.803,-1.0894,109.124,53.354
1781,-0.84211,158.32,68.211,326.74
1781,215.75,207,236.25,257.0
1781,229.51,161.96,336.85,423.77
1781,-0.59259,-2.3704,48.0,116.15
1781,175.75,223,196.25,273.0
1781,95.51,-1.0894,117.831,53.354
